user_id,venue_id,latitude,longitude,category_name,country_code,nearest_city,datetime,score
0,20,40.743725,-73.69454,Diner,US,New York,2012-04-06 15:09:58+00:00,1
0,37,40.686327,-73.692159,Automotive Shop,US,New York,2012-04-09 14:33:14+00:00,1
0,76,40.686397,-73.692274,Flower Shop,US,New York,2012-04-09 14:33:26+00:00,1
0,62,40.747542,-73.904852,Outdoors & Recreation,US,New York,2012-04-09 17:50:36+00:00,1
0,80,40.748448,-73.905024,Deli / Bodega,US,New York,2012-04-09 17:51:42+00:00,1
0,27,40.707864,-73.676428,Neighborhood,US,New York,2012-04-14 12:58:41+00:00,1
0,44,40.698177,-73.682556,Dessert Shop,US,New York,2012-04-14 22:53:02+00:00,2
0,26,40.707235,-73.675663,Thai Restaurant,US,New York,2012-04-16 13:24:29+00:00,2
0,21,40.707441,-73.677365,Gym,US,New York,2012-04-16 13:24:48+00:00,1
0,24,40.799106,-73.701179,Miscellaneous Shop,US,New York,2012-04-17 19:13:21+00:00,1
0,13,40.798473,-73.708901,Gas Station / Garage,US,New York,2012-04-17 19:14:07+00:00,1
0,11,40.739242,-73.699701,Diner,US,New York,2012-04-23 16:41:49+00:00,2
0,42,40.726612,-73.71377,Laundry Service,US,New York,2012-04-24 15:03:06+00:00,2
0,64,40.73035,-73.719826,Church,US,New York,2012-04-24 15:03:37+00:00,1
0,7,40.741437,-73.698092,Bakery,US,New York,2012-04-24 15:14:03+00:00,4
0,9,40.741372,-73.69822,Grocery Store,US,New York,2012-04-24 15:14:15+00:00,4
0,70,40.62512,-73.720757,Pizza Place,US,New York,2012-04-24 17:17:54+00:00,1
0,30,40.62533,-73.7201,Post Office,US,New York,2012-04-24 17:18:06+00:00,1
0,29,40.622594,-73.724343,Middle Eastern Restaurant,US,New York,2012-04-24 17:18:17+00:00,2
0,68,40.666805,-73.751435,Neighborhood,US,New York,2012-04-27 17:27:15+00:00,1
0,52,40.680884,-73.739014,Fire Station,US,New York,2012-04-27 17:27:28+00:00,1
0,48,40.677559,-73.744525,Grocery Store,US,New York,2012-04-27 17:28:17+00:00,1
0,5,40.75086,-73.908797,Arts & Crafts Store,US,New York,2012-04-27 18:26:45+00:00,1
0,6,40.752719,-73.909707,Coffee Shop,US,New York,2012-04-27 18:27:03+00:00,1
0,81,40.752394,-73.910544,Office,US,New York,2012-04-27 18:27:25+00:00,1
0,18,40.689982,-73.722102,Electronics Store,US,New York,2012-04-28 19:37:31+00:00,1
0,22,40.696947,-73.677163,School,US,New York,2012-04-29 17:28:18+00:00,2
0,54,40.697732,-73.682291,Pizza Place,US,New York,2012-04-29 17:28:34+00:00,3
0,67,40.68782,-73.685785,Dance Studio,US,New York,2012-04-29 17:29:06+00:00,3
0,25,40.690141,-73.685989,Shoe Store,US,New York,2012-04-29 17:30:40+00:00,4
0,59,40.633968,-73.745713,Electronics Store,US,New York,2012-05-07 17:19:09+00:00,1
0,33,40.631043,-73.734538,High School,US,New York,2012-05-07 17:28:12+00:00,1
0,2,40.630903,-73.739945,Grocery Store,US,New York,2012-05-07 17:28:29+00:00,1
0,41,40.633034,-73.73948,Fast Food Restaurant,US,New York,2012-05-07 17:28:53+00:00,1
0,53,40.673558,-73.765338,Bus Station,US,New York,2012-05-08 18:40:12+00:00,1
0,17,40.675121,-73.765018,Train Station,US,New York,2012-05-08 18:40:42+00:00,1
0,40,40.672599,-73.764224,Deli / Bodega,US,New York,2012-05-08 18:40:57+00:00,1
0,0,40.645089,-73.784523,Airport,US,New York,2012-05-08 18:56:30+00:00,1
0,73,40.652561,-73.757453,Building,US,New York,2012-05-08 18:56:41+00:00,1
0,1,40.645578,-73.776433,Airport Terminal,US,New York,2012-05-08 18:56:54+00:00,2
